Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Kekkon Shiyou yo (Let's Get Married!),7.34,1079,4276,7553,"2,387",9,4,20,Finished,2002 to ?,"['Comedy', 'Drama', 'Romance']",[],"Mizukami, Wataru (Story & Art)",1,"[0, 1, 0]"
Dragon Half,7.34,1493,4278,4840,"3,960",103,7,66,Finished,"Jan  20, 1988 to Apr  8, 1995","['Adventure', 'Comedy', 'Fantasy', 'Ecchi']",[],"Mita, Ryuusuke (Story & Art)",4,"[4, 0, 0]"
Zero (Zero - The Beginning of The Coffin),7.34,2416,4279,3638,"5,406",36,10,70,Finished,2000 to  2005,"['Action', 'Sci-Fi', 'Supernatural']",[],"Park, Sung-Woo (Story & Art), Im, Dal Young (Story)",5,"[5, 0, 0]"
Hakobune Hakusho (Animal Academy),7.34,531,4280,10674,"1,524",33,7,31,Finished,"Mar  10, 2006 to Jul  10, 2008",[],[],"Kuwayoshi, Asa (Story & Art)",2,"[2, 0, 0]"
Kidou Senshi Gundam 00F (Mobile Suit Gundam 00F),7.35,503,4153,11309,"1,405",28,4,20,Finished,"Oct  26, 2007 to May  26, 2009","['Action', 'Sci-Fi']",[],"Tokita, Kouichi (Story & Art)",1,"[1, 0, 0]"
Fake Second,7.34,293,4281,14632,970,3,Unknown,Unknown,Publishing,2010 to ?,"['Action', 'Boys Love', 'Comedy']",[],"Matoh, Sanami (Story & Art)",0,"[0, 0, 0]"
Fortune Arterial,7.34,2310,4282,3444,"5,733",46,7,43,Finished,"Oct  10, 2007 to Jun  10, 2011","['Comedy', 'Fantasy', 'Romance', 'Supernatural']",[],"Kodama, Miki (Art), August (Story)",3,"[3, 0, 0]"
Skyhigh: Shinshou,7.34,923,4283,7477,"2,416",5,4,32,Finished,"Aug  7, 2003 to Nov  11, 2004","['Drama', 'Horror', 'Supernatural']",[],"Takahashi, Tsutomu (Story & Art)",0,"[0, 0, 0]"
Allison,7.34,194,4284,15656,875,7,4,30,Finished,"Mar  10, 2002 to May  10, 2004","['Action', 'Adventure']",[],"Sigsawa, Keiichi (Story), Kuroboshi, Kouhaku (Art)",0,"[0, 0, 0]"
Zenbu Shiritai♡,7.34,1354,4285,6788,"2,700",4,1,5,Finished,Feb  2008,[],[],"Makita, Nao (Story & Art)",0,"[0, 0, 0]"
Ginga Nagareboshi Gin - Special Chapter,7.34,127,4286,25269,367,8,1,2,Finished,2008 to ?,[],[],"Takahashi, Yoshihiro (Story & Art)",0,"[0, 0, 0]"
UFO Princess Valkyrie,7.34,126,4287,19785,590,6,11,72,Finished,"Feb  12, 2002 to Aug  11, 2007","['Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Ecchi']",[],Kaishaku (Story & Art),0,"[0, 0, 0]"
Toradora Spin-off!,7.34,347,4288,6853,"2,675",22,3,34,Finished,"May  10, 2007 to Apr  10, 2010","['Comedy', 'Romance']",[],"Takemiya, Yuyuko (Story), Yasu (Art)",0,"[0, 0, 0]"
Kinkyori Renai (Love's Reach),7.34,1968,4289,2893,"6,782",45,10,45,Finished,"Oct  13, 2007 to May  13, 2011",[],[],"Mikimoto, Rin (Story & Art)",1,"[0, 0, 1]"
Suki nan desu,7.34,1933,4290,5682,"3,303",5,Unknown,1,Finished,2008,[],[],"Isero, Ayana (Story & Art)",2,"[2, 0, 0]"
Teppen!,7.34,2110,4291,4284,"4,516",10,2,8,Finished,"Feb  9, 2008 to Jun  10, 2009",[],[],"Tsukimiya, An (Story & Art)",3,"[1, 1, 1]"
Hekikai no  (AiON),7.34,3160,4292,2460,"7,948",112,11,44,Finished,"Jul  9, 2008 to Jul  9, 2012","['Fantasy', 'Mystery', 'Romance']","['Mythology', 'School']","Kagesaki, Yuna (Story & Art)",3,"[2, 1, 0]"
"Haikei, Nanashi-sama",7.34,2002,4293,5478,"3,448",7,Unknown,1,Finished,"Nov  5, 2008",[],[],"Naoda, Tsuboko (Story & Art)",2,"[2, 0, 0]"
I ♥ HS (I Love High School),7.34,3381,4294,2919,"6,735",23,2,9,Finished,"2008 to Jun  12, 2009","['Comedy', 'Drama', 'Romance']",[],"Yokoyama, Mayumi (Story & Art)",2,"[1, 1, 0]"
Children's Time,7.34,336,4295,18827,646,0,1,4,Finished,2003 to ?,[],[],"Sugano, Akira (Story), Ninomiya, Etsumi (Art)",0,"[0, 0, 0]"
