Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Kendo Shitouden Cestvs,7.33,231,4427,14362,"1,000",4,Unknown,Unknown,Publishing,"May  28, 2010 to ?","['Action', 'Drama']","['Combat Sports', 'Historical']","Wazarai, Shizuya (Story & Art)",1,"[1, 0, 0]"
Wagatsuma-san wa Ore no Yome (My Wife Is Wagatsuma-san),7.33,8729,4428,732,"23,641",380,13,111,Finished,"Sep  20, 2011 to Sep  24, 2014","['Comedy', 'Romance', 'Slice of Life']","['School', 'Time Travel']","Kuraishi, Yuu (Story), Nishikida, Keishi (Art)",10,"[8, 2, 0]"
Super Danganronpa 2: Chou Koukou-kyuu no Kouun to Kibou to Zetsubou (Danganronpa 2: Ultimate Luck and Hope and Despair),7.33,1734,4429,4034,"4,858",110,3,25,Finished,"Nov  10, 2012 to Oct  10, 2016",[],[],"Spike Chunsoft (Story), Suga, Kyosuke (Art)",4,"[3, 1, 0]"
Uso Kano,7.33,1007,4430,4512,"4,270",22,11,66,Finished,"Dec  24, 2012 to Mar  24, 2018",[],[],"Hayashi, Mikase (Story & Art)",1,"[1, 0, 0]"
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Rachirareta Ken",7.33,674,4431,5624,"3,347",20,12,Unknown,Finished,"Nov  19, 2011 to Jul  20, 2016","['Comedy', 'Romance', 'Ecchi']","['Harem', 'School']","Uruu, Gekka (Art), Nanatsuki, Takafumi (Story)",0,"[0, 0, 0]"
Kaitai Shinsho Ø,7.32,1631,4506,4268,"4,532",24,8,69,Finished,"Mar  3, 2010 to Nov  11, 2011","['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']",[],"Kenmotsu, Chiyo (Story & Art)",1,"[1, 0, 0]"
Bakusou Kyoudai Let's & Go!! MAX,7.32,116,4507,31091,228,1,7,Unknown,Finished,1997 to  1999,"['Action', 'Comedy']",[],"Koshita, Tetsuhiro (Story & Art)",0,"[0, 0, 0]"
Kimi ga Uso wo Tsuita (You told a lie.),7.32,3795,4508,2793,"7,027",31,3,12,Finished,"Feb  24, 2009 to Jun  24, 2010","['Drama', 'Romance', 'Supernatural']",[],"Yorita, Miyuki (Story & Art)",5,"[1, 4, 0]"
Shousetsu Mugen no Juunin: Ninjuu Ibun (Blade of the Immortal: Legend of the Sword Demon),7.32,230,4509,12860,"1,171",8,1,5,Finished,"Jul  18, 2008","['Action', 'Adventure', 'Drama']",[],"Samura, Hiroaki (Art), Osako, Junichi (Story)",2,"[2, 0, 0]"
Tenchi Shinmei!,7.32,675,4510,7335,"2,470",9,1,7,Finished,"Jun  11, 2010 to Jan  28, 2011","['Drama', 'Romance', 'Supernatural']",[],"Hinachi, Nao (Art), Ameno, Hirume (Story)",0,"[0, 0, 0]"
SKET Dance,7.32,1283,4511,7327,"2,473",146,Unknown,1,Finished,"Aug  28, 2006","['Comedy', 'Drama']",[],"Shinohara, Kenta (Story & Art)",1,"[1, 0, 0]"
G-senjou no Maou Comic Anthology (The Devil on G-String Comic Anthology),7.32,152,4512,13222,"1,127",25,1,1,Finished,"Sep  25, 2008","['Drama', 'Romance']",[],None,0,"[0, 0, 0]"
IS:  (Infinite Stratos),7.32,1170,4513,3800,"5,172",46,Unknown,Unknown,Publishing,"May  25, 2009 to ?","['Action', 'Romance', 'Sci-Fi']","['Harem', 'Mecha']","Yumizuru, Izuru (Story), okiura (Art), CHOCO (Art)",0,"[0, 0, 0]"
Strike Witches Zero: 1937 Fusou Kaijihen (Strike Witches: 1937 Fuso Sea Incident),7.32,290,4514,15187,919,15,2,13,Finished,"Oct  30, 2010 to Oct  29, 2011",[],[],"Shimada, Humikane (Story), Ningen (Art)",2,"[2, 0, 0]"
Inochi,7.32,901,4515,8047,"2,202",15,5,20,Finished,2008 to  2011,"['Drama', 'Romance']","['Psychological', 'School']","Momochi, Reiko (Story & Art)",2,"[1, 1, 0]"
Hana ni Kedamono,7.32,1035,4516,4748,"4,041",17,10,53,Finished,"Aug  5, 2010 to Nov  5, 2012",[],[],"Sugiyama, Miwako (Story & Art)",1,"[1, 0, 0]"
Itsuka Tenma no Kuro Usagi,7.32,309,4517,9358,"1,813",20,13,60,Finished,"Nov  20, 2008 to Dec  20, 2013","['Fantasy', 'Horror', 'Romance', 'Supernatural']",[],"Kamiya, Yuu (Art), Kagami, Takaya (Story)",1,"[0, 1, 0]"
Deep Clear,7.32,946,4518,9275,"1,832",14,1,3,Finished,"Jul  26, 2010 to Aug  26, 2010",[],[],"Obana, Miho (Story & Art)",2,"[2, 0, 0]"
Sabaki no Mon,7.32,1372,4519,7538,"2,392",7,Unknown,1,Finished,"Nov  10, 2011","['Drama', 'Fantasy', 'Romance']",[],"Tsukuba, Sakura (Story & Art)",1,"[1, 0, 0]"
TiG-HuG Planet,7.32,2873,4520,3405,"5,826",17,1,5,Finished,"Oct  13, 2011 to Jan  13, 2012","['Comedy', 'Romance']",[],"Meguro, Amu (Story & Art)",3,"[2, 1, 0]"
In The Chocolate,7.32,683,4521,11185,"1,425",3,1,4,Finished,"Jul  17, 2009 to Aug  19, 2010","['Romance', 'Slice of Life']",[],"Murata, Mayu (Story & Art)",1,"[1, 0, 0]"
Sugar Dark: Umerareta Yami to Shoujo,7.32,335,4522,13564,"1,088",9,1,3,Finished,"Dec  1, 2009","['Drama', 'Fantasy', 'Romance', 'Supernatural']",[],"mebae (Art), Arai, Enji (Story)",1,"[1, 0, 0]"
Wasureyuki,7.32,2443,4523,4610,"4,176",17,Unknown,1,Finished,2011,[],[],"Amano, Shinobu (Story & Art)",5,"[5, 0, 0]"
Girls & Panzer: Little Army (Girls and Panzer: Little Army),7.32,1467,4524,5974,"3,122",52,2,8,Finished,"Jun  27, 2012 to Jan  26, 2013","['Action', 'Comedy']","['Military', 'School']",Tsuchii (Art),1,"[0, 1, 0]"
Abide in the Wind,7.32,1192,4525,3924,"5,005",55,Unknown,Unknown,Finished,"Dec  1, 2011 to Aug  19, 2015","['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",[],Shinweol (Story & Art),3,"[3, 0, 0]"
Hinatama,7.32,1589,4526,5313,"3,567",22,2,18,Finished,"Jun  30, 2011 to Nov  30, 2012","['Comedy', 'Slice of Life']",[],"Iwaki, Soyogo (Story & Art)",3,"[3, 0, 0]"
Toaru Kagaku no Railgun: Giten Railgun (Pseudepigraph Railgun),7.32,310,4527,13379,"1,108",5,1,Unknown,Finished,"Jun  26, 2010","['Comedy', 'Supernatural']",[],"Koume, Keito (Story & Art), Narita, Ryohgo (Story), Takumi na Muchi (Art), Fuyukawa, Motoi (Story & Art), Ikeda, Sakura (Art), Fushimi, Tsukasa (Story), Inue, Shinsuke (Story & Art), Mishima, Hiroji (Story & Art), Eretto (Story & Art)",0,"[0, 0, 0]"
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,7.32,153,4528,10330,"1,596",9,10,77,Finished,"Jan  20, 2012 to Jul  19, 2014","['Comedy', 'Fantasy', 'Romance', 'Ecchi']",[],"Sakyou, Jun (Story), Inuzumi, Masaki (Art)",0,"[0, 0, 0]"
Latin,7.32,632,4529,9824,"1,710",14,1,4,Finished,"Oct  4, 2011 to Feb  25, 2012","['Fantasy', 'Romance']",[],"Takabatake, Enaga (Story & Art)",2,"[2, 0, 0]"
Kimi ni Koishite Ii desu ka. (May I be in love with you?),7.32,5284,4530,1424,"13,335",43,2,14,Finished,"Jan  5, 2013 to Aug  24, 2013",[],[],"Shiiba, Nana (Story & Art)",4,"[4, 0, 0]"
Marin to Yuurei,7.32,747,4531,9418,"1,798",1,3,24,Finished,"Apr  5, 2012 to Jun  5, 2013","['Comedy', 'Romance', 'Supernatural']",[],"Satonaka, Mika (Story & Art)",0,"[0, 0, 0]"
Shuuten Unknown,7.32,180,4532,20344,561,5,5,32,Finished,"Apr  15, 2013 to Jan  5, 2016","['Adventure', 'Fantasy']",[],"Sugiura, Shiho (Story & Art)",1,"[1, 0, 0]"
Hadi Girl,7.32,5453,4533,1549,"12,427",131,5,30,Finished,"Apr  23, 2011 to Sep  24, 2013","['Comedy', 'Romance']",[],"Miyabi, Akino (Story & Art)",6,"[6, 0, 0]"
Tenchi Souzou Design-bu (Heaven's Design Team),7.32,448,4444,6224,"2,984",22,Unknown,Unknown,Publishing,"Feb  22, 2017 to ?","['Comedy', 'Fantasy']","['Educational', 'Gag Humor', 'Mythology', 'Workplace']","Suzuki, Tsuta (Story), Hebizou (Story), Tarako (Art)",2,"[1, 1, 0]"
"Nanoni, Chigira-kun ga Amasugiru. (And Yet, You Are So Sweet)",7.32,885,4445,4311,"4,485",35,Unknown,Unknown,Publishing,"May  24, 2017 to ?",[],[],"Anan, Kujira (Story & Art)",2,"[1, 1, 0]"
Achira Kochira Bokura (Here and There and Us),7.32,141,4446,21973,487,8,3,27,Finished,"Mar  6, 2015 to Sep  7, 2018",[],[],Thanat (Story & Art),2,"[2, 0, 0]"
Liv,7.32,2470,4447,4475,"4,311",73,Unknown,1,Finished,"Jan  1, 2018","['Drama', 'Romance', 'Supernatural']",[],"Kariki, Hajime (Story & Art)",3,"[3, 0, 0]"
Amakunai Karera no Nichijou wa. (Those Not-So-Sweet Boys),7.32,1156,4448,4482,"4,302",54,7,28,Finished,"Jan  24, 2019 to Sep  24, 2021",[],[],"Nogiri, Youko (Story & Art)",1,"[1, 0, 0]"
"Food Court de, Mata Ashita. (See You Tomorrow at the Food Court)",7.32,677,4449,6965,"2,621",26,Unknown,Unknown,Publishing,"Mar  10, 2020 to ?",[],[],"Naruse, Yoshiki (Story & Art)",1,"[1, 0, 0]"
Housekishou Richard-shi no Nazo Kantei (The Case Files of Jeweler Richard),7.32,127,4450,13472,"1,098",23,Unknown,Unknown,Publishing,"Nov  28, 2019 to ?","['Drama', 'Mystery']","['Adult Cast', 'Workplace']","Tsujimura, Nanako (Story), Akatsuki, Mika (Art)",1,"[1, 0, 0]"
Ameagari no Bokura ni Tsuite (Stay By My Side After the Rain),7.32,361,4451,11914,"1,304",10,2,13,Finished,"Aug  9, 2019 to Oct  2, 2020","['Boys Love', 'Drama']",[],"Rakuta, Shouko (Story & Art)",2,"[2, 0, 0]"
Penguin Highway,7.32,121,4452,18678,654,10,1,4,Finished,"May  29, 2010","['Fantasy', 'Sci-Fi']",[],"Morimi, Tomihiko (Story), Kumaori, Jun (Art)",0,"[0, 0, 0]"
The Love Doctor,7.32,343,4453,16419,807,11,Unknown,86,Finished,"Apr  23, 2016 to Dec  9, 2017",[],[],"Chamsae (Story), Bansook (Art)",0,"[0, 0, 0]"
Goukaku no Tame no! Yasashii Sankaku Kankei Nyuumon (An Introduction to Easy Triangle Relationships.),7.32,1595,4454,5532,"3,417",39,2,12,Finished,"Jan  27, 2020 to Jan  27, 2021","['Girls Love', 'Slice of Life']",[],Canno (Story & Art),2,"[1, 1, 0]"
Nanami Minami wa Kagayakitai: Jaku-Chara Tomozaki-kun Gaiden (Minami Nanami Wants to Shine),7.32,158,4455,13630,"1,081",5,Unknown,Unknown,Publishing,"Jul  18, 2020 to ?","['Comedy', 'Drama', 'Romance']",[],"Yaku, Yuuki (Story), Yoshida, Bana (Art)",0,"[0, 0, 0]"
Kawa ni Sazanami,7.32,107,4456,21761,496,4,Unknown,Unknown,Publishing,"Feb  15, 2022 to ?","['Boys Love', 'Slice of Life']",[],"Sumiya, Zeniko (Story & Art)",1,"[1, 0, 0]"
"Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu (Apparently, Disillusioned Adventurers Will Save the World)",7.32,138,4457,14026,"1,040",9,Unknown,Unknown,Publishing,"Sep  25, 2019 to ?","['Action', 'Adventure', 'Fantasy']",[],"Fuji, Shinta (Story), Kuroi, Susumu (Art)",1,"[1, 0, 0]"
Shouha Shouten! (Show-ha Shoten!),7.32,1269,4458,4348,"4,443",30,Unknown,Unknown,Publishing,"Oct  4, 2021 to ?",[],"['Performing Arts', 'Showbiz']","Obata, Takeshi (Art), Asakura, Akinari (Story)",6,"[3, 3, 0]"
"Omae, Tanuki ni Naranee ka? (Would You like to Be a Tanuki?)",7.32,162,4459,15037,934,10,Unknown,Unknown,Publishing,"Apr  28, 2021 to ?","['Drama', 'Supernatural']",[],"Nagawa, Tomo (Story & Art)",0,"[0, 0, 0]"
Shota Oni,7.33,203,4346,17486,728,21,Unknown,Unknown,Publishing,"Nov  22, 2021 to ?",[],[],"Nakayama, Miyuki (Story & Art)",1,"[1, 0, 0]"
Sakura wa Watashi wo Sukisugiru (Sakura's Dedication),7.32,256,4460,10451,"1,570",5,Unknown,Unknown,Publishing,"Apr  27, 2021 to ?",[],[],"Yukimiya, Fuyu (Story & Art)",2,"[2, 0, 0]"
After the Curtain Call,7.32,196,4461,21867,491,5,Unknown,51,Finished,"Jan  6, 2020 to Aug  6, 2020","['Drama', 'Girls Love']",[],"Jina (Art), Assam (Story)",2,"[2, 0, 0]"
If AI Ruled the World,7.32,263,4462,19654,598,9,Unknown,52,Finished,"Sep  29, 2020 to Aug  21, 2021",[],[],"Pogo (Story), Hoopa (Art)",1,"[0, 1, 0]"
Relationship Guidelines,7.32,501,4463,12191,"1,269",20,Unknown,82,Finished,"Oct  3, 2020 to Apr  12, 2022",[],[],Epum (Story & Art),0,"[0, 0, 0]"
Night of Shadows,7.32,127,4464,19591,602,8,Unknown,Unknown,Publishing,"Mar  1, 2022 to ?","['Action', 'Supernatural']",[],Yung (Story & Art),0,"[0, 0, 0]"
"Hodoite, Musunde",7.33,369,4356,9974,"1,675",4,Unknown,Unknown,Publishing,"Aug  29, 2022 to ?",[],[],"Morimiya, Masayuki (Story & Art)",0,"[0, 0, 0]"
Uso no Kodomo (False Child),7.32,200,4465,14653,968,2,Unknown,Unknown,Publishing,"Nov  22, 2022 to ?","['Drama', 'Supernatural']",[],"Kawamura, Taku (Story & Art)",1,"[1, 0, 0]"
Clockwork Planet,7.32,3164,4534,1778,"10,689",139,10,51,Finished,"Sep  26, 2013 to Aug  25, 2018","['Fantasy', 'Sci-Fi']",[],"Kamiya, Yuu (Story), Himana, Tsubaki (Story), Kuro (Art)",3,"[3, 0, 0]"
Grisaia no Kajitsu: L'Oiseau bleu,7.32,357,4535,10132,"1,642",16,3,20,Finished,"Mar  28, 2014 to Sep  5, 2015","['Drama', 'Romance']",[],"Fujisaku, Junichi (Story), Himeno, Taka (Art)",0,"[0, 0, 0]"
Suzumiya Haruhi Series: Atezuppo Numbers,7.32,204,4536,17159,751,4,Unknown,1,Finished,"Apr  26, 2013",[],[],"Tanigawa, Nagaru (Story)",0,"[0, 0, 0]"
Shinyaku Toaru Majutsu no Index SS,7.32,394,4537,12258,"1,261",13,1,11,Finished,"Sep  9, 2014","['Action', 'Comedy']",[],"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",0,"[0, 0, 0]"
Watashi no Ookami-kun (That Wolf-Boy Is Mine!),7.32,10038,4538,712,"24,299",160,4,18,Finished,"Aug  28, 2014 to Mar  28, 2016","['Comedy', 'Romance', 'Supernatural']",[],"Nogiri, Youko (Story & Art)",11,"[8, 3, 0]"
Koisaku Potager (Fall in Love in the Potager),7.32,658,4539,11564,"1,363",1,1,5,Finished,"Apr  30, 2014 to Nov  29, 2014","['Boys Love', 'Comedy', 'Romance']",[],"Mita, Homuro (Story & Art)",0,"[0, 0, 0]"
Sayuri-san no Imouto wa Tenshi,7.32,1908,4540,4175,"4,672",39,4,21,Finished,"Jul  5, 2014 to Jun  3, 2016","['Comedy', 'Girls Love', 'Slice of Life']",[],"Itou, Hachi (Story & Art)",4,"[2, 2, 0]"
Naruto Jinraiden: Okami no Naku Hi,7.32,606,4541,8170,"2,159",19,1,6,Finished,"Nov  2, 2012","['Action', 'Adventure', 'Fantasy']",[],"Kishimoto, Masashi (Art), Higashiyama, Akira (Story)",1,"[1, 0, 0]"
Udon no Kuni no Kiniro Kemari,7.32,343,4542,7703,"2,327",19,12,72,Finished,"Jun  21, 2012 to Feb  15, 2019","['Fantasy', 'Slice of Life']","['Anthropomorphic', 'Childcare', 'Iyashikei']","Shinomaru, Nodoka (Story & Art)",0,"[0, 0, 0]"
Excel Saga,7.32,1831,4466,3141,"6,272",174,27,178,Finished,"Apr  1997 to Jul  30, 2011","['Action', 'Comedy']",[],"Rikudou, Koushi (Story & Art)",3,"[3, 0, 0]"
Open Sesame,7.32,2097,4467,4597,"4,189",41,20,94,Finished,"Mar  16, 2001 to Jun  16, 2008","['Comedy', 'Romance']",[],"Kawakata, Kaoru (Story & Art)",8,"[6, 2, 0]"
Rockman EXE (MegaMan NT Warrior),7.32,1242,4468,7180,"2,527",117,13,74,Finished,"Jan  15, 2001 to Aug  15, 2006","['Action', 'Adventure', 'Comedy', 'Sci-Fi']",[],"Takamisaki, Ryou (Story & Art)",2,"[1, 1, 0]"
Wanted!,7.32,8214,4469,1388,"13,594",82,1,5,Finished,"1992 to Sep  10, 1996","['Action', 'Comedy']",[],"Oda, Eiichiro (Story & Art)",4,"[2, 2, 0]"
Slayers: Knight of the Aqualord,7.32,609,4470,11406,"1,390",10,6,31,Finished,Apr  2003 to Feb  2005,[],[],"Ohtsuka, Tommy (Art), Kanzaka, Hajime (Story)",1,"[1, 0, 0]"
Narutaru: Mukuro Naru Hoshi Tama Taru Ko (Shadow Star☆),7.32,4005,4471,1540,"12,519",374,12,68,Finished,"Mar  25, 1998 to Oct  25, 2003","['Drama', 'Horror', 'Sci-Fi', 'Supernatural']",[],"Kitoh, Mohiro (Story & Art)",10,"[5, 1, 4]"
Real/Fake Princess,7.32,758,4473,9582,"1,759",16,5,15,Finished,2002 to ?,"['Drama', 'Romance']",[],"Yi, Huan (Story & Art)",1,"[1, 0, 0]"
Lodoss-tou Senki: Pharis no Seijo (Record of Lodoss War: The Lady of Pharis),7.32,611,4474,10449,"1,571",26,2,19,Finished,1991 to  2001,"['Adventure', 'Fantasy']",[],"Mizuno, Ryou (Story), Yamada, Akihiro (Art)",1,"[1, 0, 0]"
Kazan,7.32,434,4475,13359,"1,110",16,7,52,Finished,1997 to  2001,"['Action', 'Adventure', 'Drama', 'Fantasy']",[],"Miyao, Gaku (Story & Art)",1,"[1, 0, 0]"
Majo (Witches),7.32,2662,4476,2180,"8,817",97,2,7,Finished,"Apr  25, 2003 to Nov  25, 2004","['Fantasy', 'Supernatural']",[],"Igarashi, Daisuke (Story & Art)",4,"[3, 0, 1]"
Demon Sacred,7.32,321,4477,12176,"1,271",12,11,Unknown,Finished,2003 to ?,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",[],"Itsuki, Natsumi (Story & Art)",0,"[0, 0, 0]"
Legend of Nereid,7.32,1468,4478,5613,"3,356",23,15,90,Finished,2003 to ?,"['Comedy', 'Fantasy', 'Romance']",[],"Hwang, Mi Ri (Story & Art)",3,"[3, 0, 0]"
Itadakimasu,7.32,2062,4479,4608,"4,177",31,4,20,Finished,2003 to  2004,"['Comedy', 'Romance', 'Ecchi']",[],"Yoshihara, Yuki (Story & Art)",2,"[2, 0, 0]"
Yami no Koe (Voices in the Dark),7.32,8830,4480,1054,"16,926",120,1,7,Finished,"Jun  13, 2002 to Jun  13, 2003","['Horror', 'Supernatural']",[],"Itou, Junji (Story & Art)",7,"[4, 3, 0]"
M to N no Shouzou (Portrait of M and N),7.32,755,4481,7522,"2,397",16,6,34,Finished,"Mar  18, 2000 to Jun  5, 2002",[],[],"Higuchi, Tachibana (Story & Art)",0,"[0, 0, 0]"
River's Edge,7.32,1833,4482,3275,"6,055",133,1,14,Finished,1993,"['Drama', 'Slice of Life']",[],"Okazaki, Kyoko (Story & Art)",7,"[5, 2, 0]"
Deep Love Virus,7.32,2280,4483,4530,"4,259",16,1,6,Finished,2006 to ?,"['Drama', 'Romance']","['Martial Arts', 'School']","Nagi, Michiko (Story & Art)",2,"[1, 1, 0]"
Kawaii Oresama,7.32,1684,4484,6571,"2,812",6,Unknown,1,Finished,"May  20, 2006",[],[],"Amano, Maron (Story & Art)",2,"[2, 0, 0]"
Nadeshiko Club,7.32,884,4485,7939,"2,237",4,7,35,Finished,2000 to  2003,"['Comedy', 'Romance']","['Reverse Harem', 'School']","Sakamoto, Miku (Story & Art)",1,"[1, 0, 0]"
Love Luck,7.32,1804,4486,5666,"3,315",12,1,6,Finished,2007 to  2008,"['Comedy', 'Romance']",[],"Asahina, Yuuya (Story & Art)",1,"[1, 0, 0]"
Pheromomania Syndrome,7.32,437,4487,10529,"1,553",10,10,Unknown,Finished,"Oct  18, 2002 to Apr  18, 2008","['Comedy', 'Romance']",[],Ichiha (Story & Art),3,"[2, 0, 1]"
Hanshin,7.32,2940,4488,3685,"5,337",43,1,7,Finished,1972 to  1985,[],[],"Hagio, Moto (Story & Art)",4,"[4, 0, 0]"
Senpai to Kanojo,7.32,1260,4489,7356,"2,460",4,2,8,Finished,"Dec  13, 2004 to May  13, 2005",[],[],"Nanba, Atsuko (Story)",0,"[0, 0, 0]"
Metro Survive (Metro Suvive),7.32,2049,4490,4581,"4,206",16,2,16,Finished,"Feb  9, 2006 to Sep  28, 2006",[],[],"Fujisawa, Yuki (Story & Art)",3,"[2, 1, 0]"
Strange Orange,7.32,353,4491,14086,"1,033",1,3,18,Finished,"Oct  26, 2006 to Apr  25, 2007",[],[],"Asahina, Yuuya (Story & Art)",1,"[0, 1, 0]"
Watashi no + Okusuri,7.32,1737,4492,5675,"3,307",28,1,5,Finished,2006,[],[],"Takamiya, Satoru (Story & Art)",0,"[0, 0, 0]"
Mayonaka no Ariadne,7.32,660,4493,9362,"1,813",9,4,15,Finished,"Sep  13, 2006 to Sep  13, 2007","['Drama', 'Mystery', 'Romance']",[],"Shimotsuki, Kayoko (Story & Art)",3,"[3, 0, 0]"
Dash! Kappei,7.32,173,4494,23133,438,2,17,157,Finished,Oct  1979 to Oct  1982,"['Comedy', 'Sports']",[],"Rokuda, Noboru (Story & Art)",0,"[0, 0, 0]"
Kidou Senshi Gundam 00,7.32,173,4495,19001,636,11,4,17,Finished,"Jan  17, 2008 to Oct  23, 2008",[],[],"Taguchi, Auto (Story & Art)",0,"[0, 0, 0]"
.hack//Cell,7.32,280,4496,12781,"1,183",9,2,13,Finished,"Sep  1, 2006 to Feb  1, 2007","['Action', 'Fantasy', 'Sci-Fi']",[],"Suzukaze, Ryou (Story), Mutsuki, Akira (Art)",0,"[0, 0, 0]"
Tokkyuu!!,7.32,201,4497,16247,822,5,20,196,Finished,"May  15, 2004 to Sep  17, 2008","['Action', 'Drama']",[],"Kubo, Mitsurou (Art), Komori, Yoichi (Story)",0,"[0, 0, 0]"
Barairo no Hoho no Koro,7.32,1717,4498,4935,"3,875",25,1,6,Finished,"May  3, 2006 to Jan  10, 2007","['Boys Love', 'Drama', 'Slice of Life']",[],"Nakamura, Asumiko (Story & Art)",4,"[1, 1, 2]"
Ane☆Mone Seikaten,7.32,1569,4499,6131,"3,039",2,1,4,Finished,"Apr  27, 2009",[],[],"Minami, Maki (Story & Art)",2,"[2, 0, 0]"
Kidou Senshi Gundam 00I,7.32,150,4500,19427,611,3,3,14,Finished,Aug  2009 to Sep  2010,[],[],"Tokita, Kouichi (Story & Art)",0,"[0, 0, 0]"
Plastic Girl,7.32,3143,4501,3238,"6,120",12,1,5,Finished,"Mar  26, 2009","['Comedy', 'Romance']",[],"Shiraishi, Yuki (Story & Art)",3,"[3, 0, 0]"
Joshiraku,7.32,826,4502,4775,"4,020",51,6,53,Finished,"Sep  9, 2009 to Sep  9, 2013","['Comedy', 'Slice of Life']","['Gag Humor', 'Performing Arts']","Kumeta, Kouji (Story), Yasu (Art)",2,"[2, 0, 0]"
Kono Koi wo Wasurenai. (I Won't Forget This Love),7.32,799,4503,9753,"1,725",4,1,6,Finished,Not available,[],[],"Nanba, Atsuko (Story & Art), Kuramochi, Mari (Story & Art), Kimura, Ayako (Story & Art), Yoshii, Yuu (Story & Art), Mitsuya, Omi (Story & Art)",1,"[1, 0, 0]"
Cahe Tantei-bu (Cafe detective club),7.32,244,4504,13893,"1,052",9,12,109,Finished,"Oct  22, 2009 to Nov  29, 2018","['Comedy', 'Slice of Life', 'Ecchi']",[],"Fujishiro, Takeshi (Story & Art)",1,"[1, 0, 0]"
Hidan no Aria (Aria the Scarlet Ammo),7.32,2743,4505,2031,"9,327",53,Unknown,Unknown,Publishing,"Sep  26, 2009 to ?","['Action', 'Comedy', 'Drama', 'Romance', 'Supernatural', 'Ecchi']",[],"Akamatsu, Chuugaku (Story), Koyoka, Yoshino (Art)",0,"[0, 0, 0]"
No Guns Life,7.32,2522,4439,1395,"13,543",150,13,84,Finished,"Sep  19, 2014 to Sep  18, 2021","['Action', 'Sci-Fi']",[],"Karasuma, Tasuku (Story & Art)",2,"[2, 0, 0]"
"Wakabaryou de, Kimi to",7.32,2130,4440,4568,"4,216",9,1,6,Finished,"Feb  14, 2015",[],[],"Sakumoto, Ayu (Story & Art)",1,"[1, 0, 0]"
Eyeshield 21,7.32,448,4441,10676,"1,524",22,Unknown,2,Finished,"Mar  5, 2002 to Mar  12, 2002",[],[],"Inagaki, Riichiro (Story), Murata, Yusuke (Art)",0,"[0, 0, 0]"
Maou-sama no Machizukuri!: Saikyou no Dungeon wa Kindai Toshi (The Devil is Making City),7.32,378,4442,8715,"1,983",20,Unknown,Unknown,Publishing,"Dec  15, 2016 to ?","['Action', 'Fantasy']",[],"Tsurusaki, Takahiro (Art), Tsukiyo, Rui (Story)",3,"[3, 0, 0]"
Chiyu Mahou no Machigatta Tsukaikata: Senjou wo Kakeru Kaifuku Youin (The Wrong Way to Use Healing Magic),7.32,6851,4443,791,"22,090",157,Unknown,Unknown,Publishing,"Apr  26, 2017 to ?","['Action', 'Fantasy']",[],"Kugayama, Reki (Art), Kurokata (Story)",5,"[3, 1, 1]"
Shiota-sensei to Amai-chan,7.31,1024,4572,4333,"4,458",29,Unknown,Unknown,Publishing,"Oct  16, 2012 to ?","['Comedy', 'Romance']",[],"Nakatoka, Kumiko (Story & Art)",1,"[1, 0, 0]"
Tenohira Size.,7.31,551,4573,12573,"1,215",1,1,9,Finished,"Dec  8, 2009 to Sep  8, 2010",[],[],"Tendou, Kirin (Story & Art)",2,"[2, 0, 0]"
Touken Ranbu Online Anthology Comic: Touken Danshi Makuaigeki,7.31,260,4574,13508,"1,094",15,1,16,Finished,"Aug  27, 2015","['Comedy', 'Fantasy']",[],"Suzuki, Jirou (Story & Art), Majiko! (Story & Art), Kamatani, Yuhki (Story & Art), Irono (Story & Art), Hagiwara, Daisuke (Story & Art), Yoshida, Morohe (Story & Art), Shiota, Haruto (Story & Art), Katou, Yoshie (Story & Art), Katagiri, Atari (Art), Aida, Iro (Story & Art), Kawamoto, Homura (Story), Chinoku (Story & Art), Nagaoka, Chiaki (Story & Art), Hirai, Runa (Story & Art)",0,"[0, 0, 0]"
Hanayome to Exorcist (The Bride & the Exorcist Knight),7.31,385,4575,10609,"1,537",10,4,18,Finished,"May  23, 2015 to Jun  9, 2017","['Romance', 'Supernatural']",[],"Ishihara, Keiko (Story & Art)",1,"[0, 1, 0]"
For the Sake of Sita,7.31,1827,4576,5571,"3,394",28,2,14,Finished,"Jun  13, 2014 to Sep  12, 2014","['Drama', 'Romance']",[],Haga (Story & Art),4,"[3, 0, 1]"
Rojiura Kurashi,7.31,276,4577,10918,"1,474",25,Unknown,298,Finished,"Jun  23, 2015 to Oct  26, 2021",[],[],Kuchinashi (Story & Art),2,"[2, 0, 0]"
Warera Contactee,7.31,125,4578,19310,617,4,1,5,Finished,"Mar  25, 2017 to Sep  25, 2017",[],[],"Morita, Rui (Story & Art)",0,"[0, 0, 0]"
