Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Sakigake!! Cromartie KoukouCromartie High School,8.12,3478,530,1415,"13,376",323,17,335,Finished,"Jul  19, 2000 to May  17, 2006","['Award Winning', 'Comedy']","['Delinquents', 'Gag Humor']","Nonaka, Eiji (Story & Art)",3,"[2, 1, 0]"
Higurashi no Naku Koro ni: Onikakushi-henHigurashi WHEN THEY CRY: Abducted by Demons Arc,8.12,11927,531,689,"24,987",631,2,7,Finished,"Mar  24, 2005 to Mar  24, 2006","['Drama', 'Horror', 'Mystery']",[],"Suzuragi, Karin (Art), Ryukishi07 (Story)",11,"[11, 0, 0]"
Rosario to Vampire: Season IIRosario+Vampire: Season II,8.12,34699,532,226,"66,139","3,527",14,67,Finished,"Nov  4, 2007 to Apr  19, 2014","['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['Harem', 'School', 'Vampire']","Ikeda, Akihisa (Story & Art)",29,"[27, 1, 1]"
Ginga Nagareboshi GinSilver Fang: The Shooting Star Gin,8.12,1525,533,4508,"4,264",232,18,55,Finished,"Nov  15, 1983 to Feb  24, 1987",[],[],"Takahashi, Yoshihiro (Story & Art)",1,"[1, 0, 0]"
NG Life,8.12,3917,534,1629,"11,732",305,9,54,Finished,"Feb  1, 2006 to Mar  5, 2009","['Comedy', 'Drama', 'Romance', 'Supernatural']","['Historical', 'Reincarnation']","Kusanagi, Mizuho (Story & Art)",9,"[8, 1, 0]"
Baby Steps,8.12,10268,535,686,"25,141",860,47,462,Finished,"Oct  17, 2007 to Nov  1, 2017","['Award Winning', 'Sports']",[],"Katsuki, Hikaru (Story & Art)",10,"[9, 1, 0]"
Seven DaysSeven Days: Monday–Sunday,8.12,28501,536,283,"55,535","2,003",2,13,Finished,"Sep  1, 2007 to Jun  1, 2009","['Boys Love', 'Slice of Life']",[],"Takarai, Rihito (Art), Tachibana, Venio (Story)",30,"[27, 2, 1]"
Tonari no Kaibutsu-kunMy Little Monster,8.12,45881,537,120,"106,532","3,531",13,55,Finished,"Aug  23, 2008 to Nov  22, 2013","['Comedy', 'Romance']",[],Robico (Story & Art),36,"[32, 4, 0]"
One Piece: Episode AOne Piece: Ace's Story,8.12,4705,538,2016,"9,373",62,2,6,Finished,"Sep  16, 2020 to Dec  2, 2021","['Action', 'Adventure', 'Fantasy']",[],"Oda, Eiichiro (Story), Hamazaki, Tatsuya (Story), Boichi (Art), Hinata, Shou (Story)",1,"[1, 0, 0]"
"Hikaeme ni Ittemo, Kore wa AiLove, That's an Understatement",8.12,1974,539,2094,"9,146",154,Unknown,Unknown,Publishing,"Jul  26, 2021 to ?",[],[],"Fuji, Momo (Story & Art)",4,"[4, 0, 0]"
Hikaru ga Chikyuu ni Ita Koro......When Hikaru was on the earth,8.12,1153,540,3834,"5,112",128,10,93,Finished,"May  30, 2011 to Apr  28, 2014","['Mystery', 'Romance', 'Supernatural']",[],"Nomura, Mizuki (Story), Takeoka, Miho (Art)",4,"[4, 0, 0]"
"Can't See Can't Hear But LoveSee, Hear, Love",8.12,5878,541,913,"19,111",365,6,83,Finished,"Oct  18, 2010 to Aug  22, 2011","['Drama', 'Romance']",[],"Go, Yeong-Hun (Story & Art)",18,"[12, 4, 2]"
Ultra Heaven,8.11,3431,542,1002,"17,563",444,3,25,On Hiatus,"Jun  12, 2001 to Oct  10, 2009","['Drama', 'Sci-Fi']",[],"Koike, Keiichi (Story & Art)",6,"[5, 1, 0]"
Kocchi Muite! Miiko,8.11,604,543,13098,"1,139",91,Unknown,Unknown,Publishing,1995 to ?,"['Award Winning', 'Comedy', 'Slice of Life']",[],"Ono, Eriko (Story & Art)",2,"[2, 0, 0]"
Noblesse,8.11,42443,544,122,"105,919","4,949",Unknown,544,Finished,"Dec  30, 2007 to Jan  7, 2019","['Action', 'Adventure', 'Comedy', 'Supernatural']",[],"Son, Jae-Ho (Story), Lee, Gwang-Su (Art)",37,"[29, 8, 0]"
Ore Monogatari!!My Love Story!!,8.11,11398,545,505,"33,270",611,13,52,Finished,"Dec  13, 2011 to Jul  13, 2016","['Award Winning', 'Comedy', 'Romance']",[],"Kawahara, Kazune (Story), Aruko (Art)",10,"[10, 0, 0]"
Magi: Sinbad no BoukenMagi: The Adventures of Sinbad,8.11,12896,546,491,"33,967",843,19,182,Finished,"May  8, 2013 to Apr  25, 2018","['Action', 'Adventure', 'Fantasy']",[],"Ohtaka, Shinobu (Story), Ohtera, Yoshifumi (Art)",6,"[6, 0, 0]"
Hidamari ga Kikoeru: KoufukuronI Hear the Sunspot: Theory of Happiness,8.11,3229,547,3049,"6,429",62,1,7,Finished,"Apr  22, 2015 to Feb  22, 2016","['Boys Love', 'Slice of Life']",[],"Fumino, Yuki (Story & Art)",1,"[0, 1, 0]"
Her Tale of Shim Chong,8.11,2281,548,2749,"7,116",317,7,77,Finished,"Sep  12, 2017 to Mar  19, 2019","['Drama', 'Girls Love']",[],"seri (Story), Biwan (Art)",10,"[9, 0, 1]"
Ponkotsu Ponko,8.11,2743,549,1928,"9,808",203,10,79,Finished,"Mar  25, 2019 to May  24, 2021","['Comedy', 'Slice of Life']",[],"Yatera, Keita (Story & Art)",7,"[7, 0, 0]"
"Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of ZeroRe:ZERO -Starting Life in Another World-, Chapter 3: Truth of Zero",8.11,3092,550,1691,"11,243",128,11,55,Finished,"May  27, 2015 to Sep  27, 2019","['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']","Matsuse, Daichi (Art), Nagatsuki, Tappei (Story)",1,"[1, 0, 0]"
Hitori Koukan NikkiMy Solo Exchange Diary,8.11,5459,551,1105,"16,143",259,2,27,Finished,"May  23, 2016 to Nov  13, 2017",[],[],"Nagata, Kabi (Story & Art)",6,"[6, 0, 0]"
Hikaru no Go,8.11,22180,552,358,"45,271","1,974",23,198,Finished,"Dec  8, 1998 to Jul  14, 2003","['Award Winning', 'Comedy', 'Drama', 'Supernatural']",[],"Obata, Takeshi (Art), Hotta, Yumi (Story)",23,"[23, 0, 0]"
Kindaichi Shounen no Jikenbo: File SeriesThe Kindaichi Case Files,8.11,2043,553,3007,"6,532",181,27,219,Finished,"Oct  14, 1992 to Oct  22, 1997","['Award Winning', 'Drama', 'Mystery', 'Supernatural']",[],"Kibayashi, Shin (Story), Kanari, Youzaburou (Story), Satou, Fumiya (Art)",3,"[3, 0, 0]"
Boku no Chikyuu wo MamottePlease Save My Earth,8.11,2863,554,1638,"11,664",440,21,138,Finished,1987 to  1994,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi']","['Reincarnation', 'Space']","Hiwatari, Saki (Story & Art)",10,"[7, 1, 2]"
Majin Tantei Nougami Neuro,8.11,6874,555,884,"19,763",752,23,203,Finished,"Feb  21, 2005 to Apr  20, 2009","['Mystery', 'Supernatural']",[],"Matsui, Yuusei (Story & Art)",11,"[9, 1, 1]"
Hokuto no KenFist of the North Star,8.11,15832,556,373,"43,076","1,990",27,245,Finished,"Sep  13, 1983 to Jul  26, 1988","['Action', 'Drama', 'Sci-Fi']",[],"Hara, Tetsuo (Art), Buronson (Story)",13,"[10, 2, 1]"
The Ravages of Time,8.11,1770,557,1380,"13,637",402,Unknown,Unknown,Publishing,"Jun  15, 2001 to ?","['Action', 'Adventure']","['Historical', 'Military']","Chan, Mou (Story & Art)",10,"[10, 0, 0]"
Getter Robo GoVenger Robo,8.11,1548,558,5698,"3,285",202,7,28,Finished,"Feb  11, 1991 to Jan  27, 1992","['Action', 'Sci-Fi']",[],"Ishikawa, Ken (Story & Art)",1,"[1, 0, 0]"
Kono Sekai no Katasumi niIn This Corner of the World,8.11,1630,559,2539,"7,685",121,3,48,Finished,"Jan  9, 2007 to Jan  20, 2009",[],[],"Kouno, Fumiyo (Story & Art)",4,"[3, 0, 1]"
Kuroko no BasketKuroko's Basketball,8.11,38396,560,197,"74,847","3,873",30,276,Finished,"Dec  8, 2008 to Sep  1, 2014","['Comedy', 'Sports']","['School', 'Team Sports']","Fujimaki, Tadatoshi (Story & Art)",10,"[7, 3, 0]"
Higurashi no Naku Koro ni - Dai 1-wa: Onikakushi-hen,8.11,706,561,8480,"2,050",147,2,Unknown,Finished,"Aug  2, 2007 to Sep  4, 2007","['Drama', 'Horror', 'Mystery']",[],"Ryukishi07 (Story), Tomohi (Art)",1,"[1, 0, 0]"
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. @comicMy Youth Romantic Comedy Is Wrong, As I Expected @comic",8.11,1577,562,2432,"7,989",140,Unknown,Unknown,Publishing,"Dec  19, 2012 to ?","['Comedy', 'Romance']","['Love Polygon', 'School']","Watari, Wataru (Story), Io, Naomichi (Art)",1,"[1, 0, 0]"
Fate/stay night: Garden of Avalon,8.11,1050,563,4969,"3,833",114,1,7,Finished,"Mar  25, 2015","['Fantasy', 'Supernatural']",[],"Nasu, Kinoko (Story)",5,"[5, 0, 0]"
Rokujouma no Shinryakusha!?Invaders of the Rokujouma!?,8.10,919,564,3708,"5,293",123,Unknown,Unknown,Publishing,"Mar  1, 2009 to ?","['Comedy', 'Romance', 'Supernatural']","['Harem', 'School']","Poco (Art), Takehaya (Story)",3,"[2, 0, 1]"
Hakumei to MikochiHakumei and Mikochi,8.10,1276,565,2449,"7,955",206,Unknown,Unknown,Publishing,"Apr  30, 2011 to ?","['Fantasy', 'Slice of Life']",[],"Kashiki, Takuto (Story & Art)",2,"[2, 0, 0]"
Majo to YajuuThe Witch and the Beast,8.10,1511,566,1682,"11,318",240,Unknown,Unknown,Publishing,"Nov  5, 2016 to ?","['Action', 'Fantasy']",[],"Satake, Kousuke (Story & Art)",7,"[7, 0, 0]"
Ran to Haiiro no SekaiRan and the Gray World,8.10,7398,567,598,"28,585",825,7,51,Finished,"Dec  15, 2008 to Apr  15, 2015","['Drama', 'Fantasy', 'Romance', 'Supernatural']",[],"Irie, Aki (Story & Art)",16,"[10, 4, 2]"
Donten ni WarauLaughing Under the Clouds,8.10,6769,568,760,"22,676",662,6,29,Finished,"Oct  15, 2010 to May  15, 2013","['Action', 'Supernatural']",[],"Karakara, Kemuri (Story & Art)",4,"[4, 0, 0]"
Ouran Koukou Host Club University Special,8.10,2569,569,2619,"7,482",28,Unknown,2,Finished,"Jul  23, 2011 to Aug  24, 2011","['Comedy', 'Drama', 'Romance']","['Crossdressing', 'Harem', 'School']","Hatori, Bisco (Story & Art)",1,"[0, 1, 0]"
K: Memory of Red,8.10,4078,570,1754,"10,827",322,3,16,Finished,"May  28, 2012 to Jul  27, 2013","['Action', 'Supernatural']",[],"Kuroe, Yui (Art), GoRA (Story)",3,"[3, 0, 0]"
Jujutsu Kaisen 0: Tokyo Toritsu Jujutsu Koutou Senmon GakkouJujutsu Kaisen 0,8.10,64507,571,137,"96,317","1,481",1,4,Finished,"Apr  28, 2017 to Jul  28, 2017","['Action', 'Supernatural']",[],"Akutami, Gege (Story & Art)",9,"[7, 1, 1]"
One Room Angel,8.10,2330,572,3697,"5,311",179,1,8,Finished,"Oct  25, 2017 to Dec  25, 2018","['Boys Love', 'Drama', 'Supernatural']",[],Harada (Story & Art),4,"[3, 0, 1]"
Romance 101,8.10,1920,573,3974,"4,925",188,11,152,Finished,"Mar  12, 2018 to May  25, 2021","['Comedy', 'Romance']",[],Namsu (Story & Art),3,"[3, 0, 0]"
X,8.10,8314,574,703,"24,654","1,005",18,158,On Hiatus,"Mar  24, 1992 to Mar  24, 2003","['Action', 'Drama', 'Fantasy', 'Supernatural']","['Psychological', 'Super Power']",CLAMP (Story & Art),4,"[4, 0, 0]"
Gantz,8.10,110728,575,30,"228,035","18,086",37,383,Finished,"Jul  13, 2000 to Jun  20, 2013","['Action', 'Drama', 'Horror', 'Sci-Fi', 'Supernatural']","['Gore', 'Psychological', 'Survival']","Oku, Hiroya (Story & Art)",100,"[74, 12, 14]"
Koukou DebutHigh School Debut,8.10,28429,576,231,"65,104","2,241",15,62,Finished,"Aug  13, 2003 to May  13, 2013","['Comedy', 'Romance']",[],"Kawahara, Kazune (Story & Art)",50,"[45, 5, 0]"
JoJo no Kimyou na Bouken Part 3: Stardust CrusadersJoJo's Bizarre Adventure Part 3: Stardust Crusaders,8.10,56048,577,142,"94,531","3,357",16,152,Finished,"Mar  20, 1989 to Apr  14, 1992","['Action', 'Adventure', 'Supernatural']",[],"Araki, Hirohiko (Story & Art)",21,"[16, 5, 0]"
Pocket Monsters SpecialPokémon Adventures,8.10,22650,578,316,"49,099","4,361",Unknown,Unknown,Publishing,Apr  1997 to ?,"['Action', 'Adventure']",[],"Kusaka, Hidenori (Story), Yamamoto, Satoshi (Art), Mato (Art)",19,"[18, 1, 0]"
Kaze to Ki no Uta,8.10,1439,579,2277,"8,470",309,17,139,Finished,"Feb  29, 1976 to Jun  1984","['Award Winning', 'Boys Love', 'Drama']",[],"Takemiya, Keiko (Story & Art)",7,"[6, 1, 0]"
Lost in the Cloud,8.10,1314,580,4703,"4,065",221,Unknown,Unknown,Publishing,"Nov  20, 2020 to ?",[],"['Psychological', 'School']","Kim, Pas (Story & Art)",3,"[3, 0, 0]"
Telework YotabanashiHome Office Romance,8.09,5664,581,1728,"10,966",145,1,20,Finished,"Aug  2, 2020 to Apr  13, 2023","['Comedy', 'Romance']","['Adult Cast', 'Workplace']","Yamada, Kintetsu (Story & Art)",8,"[8, 0, 0]"
Byousoku 5 Centimeter5 Centimeters per Second,8.09,2029,582,3740,"5,237",202,1,3,Finished,"Nov  16, 2007","['Drama', 'Romance']",[],"Shinkai, Makoto (Story)",3,"[3, 0, 0]"
Kase-san SeriesKase-san and...,8.09,11179,583,515,"32,698","1,157",5,25,Finished,"Aug  25, 2010 to Dec  28, 2017",[],[],"Takashima, Hiromi (Story & Art)",10,"[9, 1, 0]"
Karakai Jouzu no Takagi-sanTeasing Master Takagi-san,8.09,27134,584,193,"76,560","2,926",20,Unknown,Finished,"Jun  12, 2012 to Oct  12, 2023","['Award Winning', 'Comedy', 'Slice of Life']","['Iyashikei', 'Romantic Subtext', 'School']","Yamamoto, Souichirou (Story & Art)",23,"[17, 6, 0]"
Orange,8.09,3572,585,2047,"9,276",300,3,22,Finished,"Jul  18, 2015 to Mar  18, 2016","['Drama', 'Romance', 'Sci-Fi']","['Love Polygon', 'School', 'Time Travel']","Takano, Ichigo (Story & Art), Tokiumi, Yui (Story)",0,"[0, 0, 0]"
Karakai Jouzu no (Moto) Takagi-san,8.09,16508,586,366,"44,132","1,390",Unknown,Unknown,Publishing,"Jul  15, 2017 to ?","['Comedy', 'Romance', 'Slice of Life']",[],"Inaba, Mifumi (Story & Art)",7,"[7, 0, 0]"
Runway de WaratteSmile Down the Runway,8.09,4394,587,1119,"15,970",358,22,194,Finished,"May  31, 2017 to Jul  14, 2021",[],"['Showbiz', 'Visual Arts']","Inoya, Kotoba (Story & Art)",10,"[10, 0, 0]"
Wild Adapter,8.09,1562,588,2393,"8,093",225,7,52,On Hiatus,"2001 to Mar  4, 2016","['Action', 'Boys Love', 'Comedy', 'Drama', 'Mystery']",[],"Minekura, Kazuya (Story & Art)",2,"[2, 0, 0]"
Soul Eater,8.09,81747,589,39,"185,112","10,209",25,117,Finished,"Jun  24, 2003 to Aug  12, 2013","['Action', 'Fantasy', 'Supernatural']",[],"Ookubo, Atsushi (Story & Art)",38,"[29, 7, 2]"
Shijou Saikyou no Deshi Kenichi,8.09,36407,590,216,"68,720","3,440",61,584,Finished,"Aug  9, 2002 to Sep  17, 2014","['Action', 'Comedy', 'Drama', 'Ecchi']",[],"Matsuena, Syun (Story & Art)",20,"[16, 3, 1]"
Girl Friends,8.09,22139,591,337,"46,752","2,830",5,35,Finished,"Oct  21, 2006 to Aug  21, 2010",[],[],"Morinaga, Milk (Story & Art)",35,"[32, 2, 1]"
Saraiya GoyouHouse of Five Leaves,8.09,1721,592,2123,"9,015",189,8,59,Finished,"Nov  25, 2005 to Jul  24, 2010",[],"['Adult Cast', 'Historical', 'Samurai']","Ono, Natsume (Story & Art)",3,"[3, 0, 0]"
Shuumatsu no WalküreRecord of Ragnarok,8.09,55422,593,82,"131,158","5,691",Unknown,Unknown,Publishing,"Nov  25, 2017 to ?","['Action', 'Fantasy']",[],"Fukui, Takumi (Story), Umemura, Shinya (Story), Ajichika (Art)",54,"[41, 7, 6]"
Jibaku Shounen Hanako-kun 0Toilet-Bound Hanako-kun 0,8.09,3898,594,1880,"10,024",202,1,4,Finished,"Jun  18, 2014 to Aug  18, 2014",[],[],"Aida, Iro (Story & Art)",4,"[4, 0, 0]"
A Stepmother's Märchen,8.09,4323,595,1509,"12,643",376,Unknown,Unknown,Publishing,"Jul  4, 2019 to ?","['Drama', 'Fantasy', 'Romance']",[],"Nyangi-wa Hyangsinnyo (Story), ORKA (Art)",5,"[5, 0, 0]"
Houkago Shounen Hanako-kunAfter-School Hanako-kun,8.08,2019,596,2986,"6,586",138,Unknown,Unknown,Publishing,"Feb  22, 2018 to ?","['Comedy', 'Supernatural']","['Parody', 'School']","Aida, Iro (Story & Art)",1,"[1, 0, 0]"
"Owari no Seraph: Ichinose Guren, 16-sai no CatastropheSeraph of the End: Guren Ichinose - Catastrophe at Sixteen",8.08,2206,597,2292,"8,425",247,7,46,Finished,"Jan  4, 2013 to Dec  2, 2016","['Action', 'Drama', 'Supernatural']",[],"Yamamoto, Yamato (Art), Kagami, Takaya (Story)",3,"[3, 0, 0]"
Gekijouban Mahou Shoujo Madoka★Magica: Shinpen - Hangyaku no MonogatariPuella Magi Madoka★Magica: The Movie - Rebellion,8.08,2859,598,2682,"7,287",174,3,9,Finished,"Nov  12, 2013 to Jan  10, 2014","['Drama', 'Fantasy']","['Mahou Shoujo', 'Psychological']","Magica Quartet (Story), Hanokage (Art)",1,"[1, 0, 0]"
Hyouka,8.08,3191,599,978,"17,929",352,Unknown,Unknown,Publishing,"Jan  26, 2012 to ?","['Drama', 'Mystery', 'Slice of Life']",[],"Yonezawa, Honobu (Story), Ohna, Task (Art)",1,"[1, 0, 0]"
Saenai Heroine no SodatekataHow to Raise a Boring Girlfriend,8.08,1736,600,1921,"9,848",184,13,120,Finished,"Jul  20, 2012 to Oct  20, 2017","['Comedy', 'Drama', 'Romance']","['Harem', 'Otaku Culture', 'School']","Misaki, Kurehito (Art), Maruto, Fumiaki (Story)",1,"[1, 0, 0]"
Beauty Pop,8.08,14685,601,617,"27,732","1,045",10,57,Finished,Sep  2003 to Feb  2008,"['Comedy', 'Romance']",[],"Arai, Kiyoko (Story & Art)",21,"[20, 1, 0]"
Gunslinger Girl,8.08,6908,602,705,"24,580","1,038",15,100,Finished,"May  21, 2002 to Sep  27, 2012","['Action', 'Drama', 'Sci-Fi']","['Military', 'Psychological']","Aida, Yuu (Story & Art)",14,"[11, 2, 1]"
Vagrant Soldier Ares,8.08,6024,603,1157,"15,541",501,26,207,Finished,2001 to  2007,"['Action', 'Adventure', 'Drama']",[],"Ryu, Geum Chel (Story & Art)",11,"[11, 0, 0]"
Ore to Akuma no BluesMe and the Devil Blues: The Unreal Life of Robert Johnson,8.08,3313,604,857,"20,443",279,Unknown,Unknown,Publishing,"Nov  25, 2003 to ?","['Drama', 'Horror']","['Historical', 'Psychological']","Hiramoto, Akira (Story & Art)",2,"[2, 0, 0]"
Five Star Stories,8.08,682,605,3473,"5,677",170,Unknown,Unknown,Publishing,"Apr  10, 1986 to ?",[],"['Mecha', 'Military']","Nagano, Mamoru (Story & Art)",1,"[1, 0, 0]"
Shigurui,8.08,8445,606,618,"27,698",864,15,84,Finished,"Jun  19, 2003 to Jul  17, 2010","['Action', 'Drama']","['Gore', 'Historical', 'Martial Arts', 'Samurai']","Yamaguchi, Takayuki (Art), Nanjou, Norio (Story)",18,"[16, 1, 1]"
OookuOooku: The Inner Chambers,8.08,1397,607,1838,"10,314",172,19,79,Finished,"Jun  28, 2004 to Dec  28, 2020","['Award Winning', 'Drama']","['Historical', 'Samurai']","Yoshinaga, Fumi (Story & Art)",5,"[5, 0, 0]"
Ginga Tetsudou 999 (1996)Galaxy Express 999,8.08,498,608,7595,"2,355",22,7,46,Finished,1996 to  2004,"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",[],"Matsumoto, Leiji (Story & Art)",0,"[0, 0, 0]"
One Piece: Strong World,8.08,8761,609,1155,"15,550",121,Unknown,1,Finished,"Nov  21, 2009 to Dec  12, 2009","['Action', 'Adventure', 'Fantasy']",[],"Oda, Eiichiro (Story & Art)",0,"[0, 0, 0]"
Hitoribocchi no ○○ Seikatsu,8.08,6125,610,716,"24,009",701,8,101,Finished,"Sep  27, 2013 to Apr  27, 2021","['Comedy', 'Slice of Life']",[],Katsuwo (Story & Art),8,"[8, 0, 0]"
Cheese in the Trap Season 2,8.07,5118,611,1929,"9,804",68,9,38,Finished,"Jun  15, 2011 to Oct  17, 2012","['Comedy', 'Mystery', 'Romance', 'Slice of Life']",[],Soonkki (Story & Art),0,"[0, 0, 0]"
Boku no Hero AcademiaMy Hero Academia,8.07,210397,612,8,"430,408","27,746",Unknown,Unknown,Publishing,"Jul  7, 2014 to ?",[],"['School', 'Super Power']","Horikoshi, Kouhei (Story & Art)",79,"[47, 18, 14]"
Higurashi no Naku Koro ni - Dai 3-wa: Tatarigoroshi-hen,8.07,445,613,11320,"1,399",40,2,Unknown,Finished,Dec  2007 to Jan  2008,"['Drama', 'Horror', 'Mystery']",[],"Ryukishi07 (Story), Tomohi (Art)",0,"[0, 0, 0]"
Fate/stay night: Heaven's Feel,8.07,1872,614,2385,"8,114",172,Unknown,Unknown,Publishing,"May  2, 2015 to ?","['Action', 'Fantasy', 'Supernatural']",[],"Type-Moon (Story), Ohna, Task (Art)",1,"[1, 0, 0]"
Suki na Ko ga Megane wo WasuretaThe Girl I Like Forgot Her Glasses,8.07,10916,615,461,"35,978",913,Unknown,Unknown,Publishing,"Nov  22, 2018 to ?",[],"['Romantic Subtext', 'School']","Fujichika, Koume (Story & Art)",14,"[12, 1, 1]"
Your Letter,8.07,5370,616,1703,"11,187",265,1,11,Finished,"Aug  11, 2018 to Oct  13, 2018","['Adventure', 'Drama', 'Mystery']",[],"Cho, Hyun-ah (Story & Art)",11,"[10, 1, 0]"
Kimi to Tsuzuru UtakataThe Summer You Were There,8.07,2214,617,2002,"9,423",185,Unknown,Unknown,Publishing,"May  18, 2020 to ?",[],[],Yuama (Story & Art),4,"[4, 0, 0]"
Naruto,8.07,267773,618,11,"407,735","43,619",72,700,Finished,"Sep  21, 1999 to Nov  10, 2014","['Action', 'Adventure', 'Fantasy']",[],"Kishimoto, Masashi (Story & Art)",139,"[79, 36, 24]"
BokuranoBokurano: Ours,8.07,10786,619,516,"32,656","1,158",11,66,Finished,"Nov  25, 2003 to Jun  25, 2009","['Drama', 'Sci-Fi']","['Mecha', 'Psychological', 'Survival']","Kitoh, Mohiro (Story & Art)",22,"[15, 3, 4]"
Gosick,8.07,1305,620,3014,"6,519",132,9,Unknown,Finished,"Dec  10, 2003 to Jul  23, 2011","['Drama', 'Mystery', 'Romance']","['Historical', 'School']","Sakuraba, Kazuki (Story), Takeda, Hinata (Art)",0,"[0, 0, 0]"
Shaman King Kanzenban,8.07,7406,621,1195,"15,209",376,Unknown,33,Finished,"Mar  4, 2008 to Apr  3, 2009","['Action', 'Adventure', 'Comedy', 'Supernatural']",[],"Takei, Hiroyuki (Story & Art)",2,"[1, 0, 1]"
Planetarian: Chiisana Hoshi no Yume,8.07,372,622,10415,"1,573",46,1,4,Finished,"Apr  28, 2006","['Drama', 'Sci-Fi']",[],"Komatsu, E-ji (Art), Key (Story), Suzumoto, Yuuichi (Story)",0,"[0, 0, 0]"
Kokoro Connect,8.07,2188,623,1716,"11,074",242,11,91,Finished,"Jan  30, 2010 to Sep  30, 2013","['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural']","['Love Polygon', 'School']","Horiguchi, Yukiko (Art), Anda, Sadanatsu (Story)",3,"[3, 0, 0]"
Mahou Shoujo Madoka★MagicaPuella Magi Madoka★Magica,8.07,19434,624,426,"38,532","1,491",3,12,Finished,"Feb  12, 2011 to May  30, 2011","['Drama', 'Fantasy', 'Horror']","['Mahou Shoujo', 'School']","Magica Quartet (Story), Hanokage (Art)",20,"[16, 2, 2]"
Gangsta.,8.07,17135,625,229,"65,352","2,361",Unknown,Unknown,Publishing,"Jan  21, 2011 to ?","['Action', 'Drama']","['Adult Cast', 'Organized Crime']",Kohske (Story & Art),10,"[8, 0, 2]"
Koi dano Ai dano,8.06,4239,626,1609,"11,853",220,11,46,Finished,"Oct  10, 2009 to Apr  9, 2016","['Comedy', 'Romance']",[],"Tsujita, Ririko (Story & Art)",5,"[5, 0, 0]"
Kagami no KojouLonely Castle in the Mirror,8.06,186,627,16105,831,12,1,13,Finished,"May  11, 2017","['Drama', 'Fantasy', 'Mystery']",[],"Tsujimura, Mizuki (Story)",1,"[0, 1, 0]"
Boruto: Two Blue Vortex,8.06,5868,628,1203,"15,161",578,Unknown,Unknown,Publishing,"Aug  21, 2023 to ?","['Action', 'Adventure', 'Fantasy']",[],"Kishimoto, Masashi (Story), Ikemoto, Mikio (Art)",9,"[5, 2, 2]"
Kekkai Sensen: Back 2 Back,8.06,643,629,4431,"4,337",28,10,32,Finished,"Jul  17, 2015 to Apr  28, 2022","['Action', 'Fantasy', 'Supernatural']","['Super Power', 'Vampire']","Nightow, Yasuhiro (Story & Art)",1,"[1, 0, 0]"
Gakkougurashi!School-Live!,8.06,19600,630,292,"52,995","2,952",12,78,Finished,"May  24, 2012 to Nov  22, 2019","['Horror', 'Mystery', 'Slice of Life', 'Suspense']","['Psychological', 'School', 'Survival']","Kaihou, Norimitsu (Story), Chiba, Sadoru (Art)",16,"[12, 3, 1]"
Tanaka-kun wa Itsumo Kedaruge,8.06,8532,631,624,"27,535",735,13,145,Finished,"Jul  25, 2013 to Jul  25, 2019",[],"['Iyashikei', 'School']","Uda, Nozomi (Story & Art)",6,"[5, 1, 0]"
Noragami: ShuuishuuNoragami: Stray Stories,8.06,2750,632,1705,"11,180",110,Unknown,Unknown,Publishing,"Nov  19, 2011 to ?",[],[],Adachitoka (Story & Art),1,"[1, 0, 0]"
Dogs: Bullets & Carnage,8.06,8905,633,470,"34,926","1,731",10,101,On Hiatus,"Jun  18, 2005 to Mar  19, 2015","['Action', 'Drama']",[],"Miwa, Shirow (Story & Art)",7,"[6, 0, 1]"
Let Dai,8.06,2683,634,2064,"9,237",386,15,75,Finished,1995 to  2005,"['Boys Love', 'Drama']","['Delinquents', 'Psychological', 'School']","Won, Soo-yeon (Story & Art)",12,"[11, 0, 1]"
Gokusen,8.06,6831,635,1054,"16,892",433,15,156,Finished,"Dec  15, 1999 to Feb  15, 2007","['Action', 'Comedy', 'Romance', 'Slice of Life']","['Delinquents', 'Organized Crime', 'School', 'Workplace']","Morimoto, Kozueko (Story & Art)",13,"[13, 0, 0]"
Higurashi no Naku Koro ni: Tatarigoroshi-henHigurashi WHEN THEY CRY: Curse Killing Arc,8.06,6610,636,1365,"13,723",136,2,13,Finished,"May  18, 2005 to May  18, 2006","['Drama', 'Horror', 'Mystery', 'Supernatural']",[],"Suzuki, Jirou (Art), Ryukishi07 (Story)",7,"[6, 1, 0]"
Worst,8.06,4297,637,1372,"13,697",344,33,131,Finished,"Sep  6, 2001 to Jul  5, 2013","['Action', 'Comedy']","['Delinquents', 'School']","Takahashi, Hiroshi (Story & Art)",7,"[6, 0, 1]"
Hotarubi no Mori e,8.06,9105,638,862,"20,310",285,1,4,Finished,"Jun  10, 2002 to Mar  24, 2003",[],[],"Midorikawa, Yuki (Story & Art)",4,"[2, 1, 1]"
